,Age,Education,Status,Income,Kid,Teen,Duration,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
769,68,Postgraduate,Couple,62058.0,0,1,2013-05-26,52,301,7,74,10,0,58,4,6,1,7,6
770,45,Graduate,Couple,72063.0,0,1,2013-03-07,3,180,32,348,76,32,90,2,5,2,12,2
771,73,Postgraduate,Couple,78939.0,0,0,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3
772,59,Graduate,Alone,42720.0,1,1,2013-04-24,9,392,5,91,28,26,112,8,7,3,7,8
773,52,Graduate,Couple,33622.0,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7
774,67,Postgraduate,Couple,6835.0,0,1,2012-08-12,76,107,2,12,2,2,12,0,0,0,1,20
775,71,Graduate,Couple,41452.0,1,1,2013-06-03,86,13,0,3,0,0,0,1,1,0,2,7
776,59,Postgraduate,Alone,40760.0,0,1,2013-08-30,64,70,0,17,0,0,6,2,2,1,3,6
777,66,Postgraduate,Couple,74250.0,0,0,2014-01-26,90,680,11,392,75,0,0,1,2,11,4,1
778,69,Postgraduate,Alone,51124.0,1,1,2013-12-18,79,26,1,11,0,1,4,2,1,0,3,3
779,53,Graduate,Alone,72258.0,0,1,2013-12-09,28,522,0,522,227,120,134,2,6,9,5,2
780,50,Postgraduate,Alone,71466.0,0,0,2014-05-04,86,412,12,546,78,182,0,1,4,4,10,1
781,48,Graduate,Couple,36283.0,1,1,2014-04-14,42,6,5,5,8,0,5,2,1,0,3,4
782,54,Graduate,Alone,20587.0,1,0,2014-11-05,39,2,3,6,4,1,9,1,1,1,2,7
783,52,Graduate,Couple,30467.0,1,0,2014-03-19,8,1,3,8,2,5,5,1,1,0,2,7
784,52,Graduate,Couple,31590.0,1,0,2013-06-18,40,6,2,15,6,6,3,1,1,0,3,8
785,38,Undergraduate,Couple,20425.0,1,0,2012-10-29,5,4,12,5,3,16,17,2,2,0,3,7
786,64,Postgraduate,Couple,17144.0,1,1,2014-02-15,96,18,2,19,0,2,6,5,3,0,4,7
787,56,Postgraduate,Alone,42564.0,0,1,2013-02-01,28,324,48,186,39,18,198,6,6,8,4,7
788,46,Postgraduate,Couple,43783.0,1,0,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7
789,48,Graduate,Alone,40780.0,0,1,2012-08-09,30,229,27,71,13,3,34,4,7,1,5,9
790,79,Postgraduate,Couple,62847.0,0,0,2013-01-15,45,521,168,706,80,76,61,1,3,6,4,2
791,67,Postgraduate,Couple,82017.0,0,0,2012-07-11,58,184,23,446,30,23,23,1,5,4,7,2
792,74,Graduate,Alone,16813.0,0,0,2013-07-19,49,4,8,11,12,2,13,1,2,0,3,7
793,46,Graduate,Couple,51267.0,1,1,2013-10-29,37,183,2,64,7,2,12,4,3,3,5,4
794,63,Graduate,Alone,46524.0,0,1,2013-05-04,70,31,19,35,26,14,52,2,1,1,5,3
795,62,Postgraduate,Alone,45183.0,0,0,2013-01-20,33,219,3,60,12,9,12,1,4,1,7,7
796,70,Postgraduate,Couple,70421.0,0,1,2014-06-28,98,479,28,136,75,14,35,3,10,3,7,6
797,59,Undergraduate,Alone,60161.0,0,1,2012-10-23,17,584,44,212,46,8,177,3,11,4,8,8
798,51,Graduate,Couple,73926.0,0,0,2013-02-03,54,627,91,597,159,91,15,1,6,5,12,3
799,56,Graduate,Couple,19329.0,1,0,2013-12-14,39,24,1,16,12,2,5,3,4,0,3,8
800,54,Postgraduate,Couple,61872.0,0,1,2013-12-13,81,330,5,159,36,27,16,4,4,4,9,4
801,68,Graduate,Alone,46984.0,1,1,2013-03-26,71,19,1,10,2,1,8,1,1,0,3,5
802,73,Graduate,Couple,34838.0,1,1,2013-01-19,62,28,23,29,29,14,47,3,2,1,4,6
803,80,Postgraduate,Alone,82716.0,0,0,2013-05-11,8,606,148,228,15,148,22,1,6,8,13,2
804,66,Graduate,Couple,48192.0,0,0,2013-06-04,76,1039,43,204,153,58,29,3,2,8,12,8
805,48,Postgraduate,Couple,49681.0,0,2,2013-04-11,66,411,0,26,0,0,21,6,7,1,7,7
806,53,Postgraduate,Couple,56850.0,0,1,2014-03-23,83,34,1,19,2,7,0,1,1,1,3,2
807,67,Graduate,Couple,55267.0,0,1,2013-10-21,28,161,28,136,32,3,45,4,3,4,6,3
808,52,Graduate,Couple,59666.0,1,1,2013-03-22,87,623,53,178,23,17,133,7,3,2,8,8
809,52,Graduate,Alone,72504.0,0,1,2013-06-04,43,604,26,470,123,161,94,2,5,9,6,2
810,43,Graduate,Couple,26872.0,0,0,2013-10-16,0,3,10,8,3,16,32,1,1,1,2,6
811,52,Graduate,Alone,21359.0,1,0,2013-04-20,1,12,2,17,6,1,10,2,2,0,3,8
812,49,Graduate,Alone,73170.0,0,0,2014-05-31,1,184,174,256,50,30,32,1,5,4,6,2
813,69,Postgraduate,Couple,52750.0,0,1,2013-04-02,72,393,0,239,90,69,69,6,5,7,9,4
814,38,Postgraduate,Couple,91820.0,0,0,2013-11-23,72,410,73,747,76,161,30,0,5,5,12,1
815,54,Postgraduate,Couple,65968.0,0,1,2014-12-05,12,376,9,83,19,4,4,2,5,4,7,3
816,48,Graduate,Couple,30772.0,1,1,2014-12-03,89,7,2,4,2,1,4,1,1,0,2,6
817,70,Graduate,Alone,22507.0,0,0,2012-11-24,67,68,0,226,51,157,68,3,10,2,4,9
818,52,Graduate,Couple,65685.0,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5
819,46,Undergraduate,Couple,25804.0,1,0,2013-01-09,34,8,7,9,13,6,12,2,2,0,3,8
820,44,Postgraduate,Alone,76412.0,0,0,2013-05-05,15,840,53,804,23,71,17,1,5,4,8,3
821,52,Graduate,Couple,22063.0,1,0,2013-08-08,43,7,10,13,3,11,11,2,2,0,3,7
822,63,Graduate,Alone,57091.0,0,0,2014-06-15,0,464,5,64,7,0,37,1,7,3,7,5
823,61,Graduate,Couple,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8
824,65,Graduate,Couple,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6
825,65,Undergraduate,Alone,78353.0,0,1,2013-04-16,51,752,122,476,39,153,34,1,10,2,11,8
826,70,Graduate,Couple,93404.0,1,2,2013-07-05,97,1279,15,287,20,0,15,3,3,4,7,5
827,62,Graduate,Alone,37859.0,1,2,2013-12-01,75,22,1,8,2,1,2,2,1,0,3,8
828,66,Postgraduate,Alone,80995.0,0,1,2013-11-05,83,860,28,409,73,56,56,1,8,9,4,4
829,40,Graduate,Couple,16529.0,1,0,2014-01-03,23,3,0,5,13,0,1,1,1,0,3,6
830,48,Postgraduate,Alone,55412.0,1,1,2013-11-22,65,10,5,28,11,1,8,1,2,0,3,5
831,32,Graduate,Alone,48789.0,0,0,2012-10-09,94,351,16,156,7,5,145,1,6,4,7,6
832,57,Postgraduate,Couple,56575.0,0,2,2013-05-05,42,421,5,90,0,16,10,3,7,3,7,5
833,44,Undergraduate,Couple,25130.0,1,0,2013-02-10,10,2,5,7,0,18,18,2,2,0,3,7
834,57,Graduate,Couple,35441.0,1,1,2013-02-14,94,25,1,9,2,1,1,2,1,0,3,8
835,68,Graduate,Couple,71391.0,0,1,2013-03-29,50,336,123,274,46,123,141,5,6,5,12,3
836,52,Postgraduate,Alone,49494.0,1,0,2013-04-25,46,191,9,97,0,6,82,2,6,1,5,7
837,44,Graduate,Alone,81702.0,0,0,2012-09-23,98,563,50,774,28,31,187,1,7,7,12,3
838,44,Undergraduate,Alone,45889.0,0,1,2013-02-07,42,31,0,6,0,1,8,1,1,0,3,6
839,47,Graduate,Alone,56628.0,0,1,2014-03-21,30,479,5,82,7,17,171,2,7,6,5,5
840,74,Graduate,Couple,34026.0,1,1,2013-05-08,11,18,6,15,12,8,17,3,2,1,3,5
841,50,Graduate,Couple,40049.0,0,1,2012-11-29,61,91,65,52,10,44,28,3,3,2,6,5
842,36,Graduate,Alone,34176.0,1,0,2014-12-05,12,5,7,24,19,14,20,4,3,0,4,6
843,43,Graduate,Couple,19419.0,1,0,2012-10-11,76,2,14,28,16,3,7,4,4,0,3,9
844,64,Undergraduate,Couple,82504.0,0,0,2013-07-27,2,362,50,431,134,35,54,1,3,6,7,1
845,54,Graduate,Couple,81205.0,0,0,2014-01-13,43,724,74,929,97,55,130,1,5,6,7,2
846,33,Undergraduate,Alone,61618.0,0,0,2012-09-29,27,605,91,399,0,45,205,2,3,6,8,3
847,68,Postgraduate,Alone,55284.0,0,1,2012-12-24,60,547,7,140,0,7,63,3,7,5,8,5
848,61,Graduate,Alone,49980.0,0,1,2013-10-23,79,104,1,54,13,9,14,2,3,1,5,5
849,44,Graduate,Couple,15072.0,2,0,2013-10-05,96,8,2,15,0,10,18,4,3,1,3,5
850,50,Graduate,Alone,49166.0,0,1,2013-06-13,17,224,2,25,7,0,110,2,5,3,3,6
851,70,Postgraduate,Couple,65324.0,0,1,2014-11-01,0,384,0,102,21,32,5,3,6,2,9,4
852,67,Undergraduate,Couple,82347.0,0,0,2012-06-11,38,556,54,845,202,133,63,1,7,7,10,3
853,58,Postgraduate,Couple,30843.0,1,1,2014-05-26,43,24,0,2,0,0,9,2,1,1,2,5
854,50,Postgraduate,Couple,46374.0,0,1,2014-03-17,1,408,0,21,0,0,17,3,7,1,7,8
855,45,Graduate,Alone,60474.0,0,1,2013-01-04,25,265,199,303,234,9,170,7,10,2,12,7
856,51,Postgraduate,Couple,38576.0,0,1,2014-04-03,2,34,0,7,0,0,0,1,1,0,3,7
857,39,Graduate,Couple,55357.0,2,0,2013-02-19,66,374,64,116,84,25,64,3,6,2,11,5
858,58,Graduate,Couple,37758.0,1,1,2012-04-10,49,27,2,10,0,0,1,2,1,0,3,8
859,35,Undergraduate,Couple,85710.0,0,0,2013-05-05,5,600,20,350,29,30,33,1,6,9,10,2
860,55,Graduate,Couple,23228.0,1,0,2014-01-26,71,13,2,18,6,1,0,2,2,0,3,8
861,55,Postgraduate,Couple,44602.0,1,1,2014-02-15,35,167,2,89,0,0,34,6,6,1,4,8
862,37,Graduate,Couple,7500.0,0,0,2013-09-01,94,0,2,3,4,1,5,1,0,0,3,6
863,35,Undergraduate,Couple,38683.0,1,0,2012-04-10,80,46,35,69,84,41,66,6,4,1,6,7
864,49,Undergraduate,Alone,49514.0,1,0,2013-12-17,61,88,39,78,58,13,93,2,6,1,4,7
865,51,Postgraduate,Couple,57906.0,0,1,2013-11-06,29,243,11,119,10,3,15,3,4,2,8,4
866,58,Postgraduate,Alone,43456.0,0,1,2013-03-26,0,275,11,68,25,7,7,3,5,1,8,5
867,38,Postgraduate,Alone,19485.0,2,0,2013-09-24,80,6,0,4,0,0,0,1,1,0,2,7
868,46,Graduate,Couple,53172.0,0,1,2013-06-05,54,121,62,90,68,20,125,3,2,3,8,3
869,45,Graduate,Couple,30545.0,1,0,2012-10-17,71,4,12,15,19,7,12,2,2,0,3,7
870,41,Postgraduate,Couple,70123.0,0,0,2013-09-28,27,1308,0,396,23,0,0,1,5,7,4,3
871,65,Graduate,Alone,62450.0,0,1,2014-06-01,61,515,47,267,62,66,38,2,5,5,4,3
872,48,Graduate,Couple,21675.0,1,0,2014-11-06,55,4,0,16,17,4,4,3,4,0,3,7
873,43,Undergraduate,Alone,42395.0,1,1,2014-04-04,35,48,13,57,24,15,25,4,3,1,4,7
874,46,Postgraduate,Couple,61346.0,1,0,2013-06-10,34,562,58,168,43,16,142,1,5,7,10,3
875,71,Graduate,Couple,80812.0,0,0,2013-09-17,95,769,22,500,210,143,33,1,4,8,5,2
876,53,Postgraduate,Alone,42835.0,1,1,2013-06-30,64,379,4,93,12,9,98,7,6,6,4,6
877,41,Graduate,Couple,39922.0,1,0,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8
878,68,Postgraduate,Alone,86424.0,0,0,2014-05-04,12,387,68,569,89,45,68,1,6,9,12,1
879,46,Undergraduate,Couple,17117.0,1,0,2013-01-17,96,12,23,38,30,18,7,4,3,1,3,9
880,52,Graduate,Alone,24762.0,1,0,2014-10-02,16,6,10,12,3,15,40,3,3,1,2,8
881,49,Graduate,Couple,35797.0,0,1,2012-10-16,16,27,1,14,4,1,21,2,2,0,3,8
882,49,Graduate,Alone,36627.0,2,0,2013-07-23,78,9,1,5,0,0,1,1,0,0,3,5
883,43,Undergraduate,Couple,51111.0,1,1,2014-06-19,83,22,0,19,6,5,3,2,2,0,3,6
884,52,Postgraduate,Alone,86857.0,0,0,2012-12-09,96,899,102,838,133,102,40,1,5,6,10,2
885,54,Postgraduate,Couple,82072.0,0,0,2013-02-07,67,889,55,685,168,92,129,1,3,2,13,1
886,71,Postgraduate,Alone,46231.0,2,1,2012-11-26,87,189,2,55,0,5,12,4,6,1,4,9
887,65,Graduate,Couple,42243.0,1,1,2013-11-12,34,48,0,2,0,0,5,2,2,0,3,7
888,62,Graduate,Couple,51195.0,1,1,2013-01-04,46,230,14,156,82,24,58,8,9,2,5,8
889,46,Postgraduate,Alone,68092.0,0,0,2013-12-16,7,852,60,207,78,36,48,2,2,6,10,5
890,51,Graduate,Couple,31814.0,1,0,2013-09-02,73,35,3,20,4,1,20,2,2,0,3,9
891,59,Postgraduate,Alone,51390.0,1,1,2012-08-09,54,205,20,47,23,2,56,6,5,2,5,5
892,41,Graduate,Couple,76630.0,0,0,2014-01-14,93,255,31,446,40,56,175,1,3,10,11,1
893,33,Undergraduate,Alone,26868.0,1,0,2014-04-30,52,0,0,1,8,3,2,1,1,0,2,7
894,81,Postgraduate,Alone,48948.0,0,0,2013-01-02,53,437,8,206,160,49,42,2,7,10,5,6
895,52,Postgraduate,Alone,55260.0,0,1,2012-12-12,81,825,8,53,11,0,242,2,8,10,5,6
896,68,Graduate,Couple,64090.0,0,1,2013-07-08,8,316,58,161,76,51,135,1,6,9,4,5
897,66,Graduate,Alone,78331.0,0,1,2014-01-23,97,756,138,354,160,169,61,2,10,6,7,4
898,50,Postgraduate,Couple,37087.0,1,0,2013-11-08,50,194,55,134,15,0,3,3,4,2,8,6
899,38,Graduate,Alone,21846.0,1,0,2013-10-22,38,7,17,18,6,10,26,4,4,0,3,8
900,66,Graduate,Couple,81320.0,0,0,2013-06-02,61,183,33,493,59,103,57,1,4,3,10,2
901,54,Graduate,Alone,54137.0,0,1,2013-08-16,46,171,0,11,0,1,20,2,4,1,4,6
902,57,Graduate,Couple,66825.0,0,0,2013-07-14,73,243,101,405,29,40,40,1,4,5,6,2
903,51,Graduate,Couple,57100.0,0,0,2013-04-12,19,181,21,69,39,3,96,1,3,3,6,3
904,55,Graduate,Couple,58917.0,1,2,2013-03-24,10,151,7,89,0,7,28,5,4,1,6,5
905,47,Graduate,Alone,85072.0,0,0,2014-09-04,94,494,92,391,194,11,241,1,3,4,10,0
906,63,Graduate,Alone,86429.0,0,0,2013-11-21,10,464,28,873,29,18,37,0,7,4,7,2
907,53,Graduate,Alone,45684.0,1,0,2013-02-12,37,5,1,5,10,0,7,1,1,0,2,7
908,50,Graduate,Couple,47889.0,1,0,2014-04-01,94,29,0,29,0,5,4,1,2,0,3,5
909,38,Postgraduate,Couple,45921.0,0,0,2014-10-03,23,102,9,49,24,3,12,1,2,1,6,4
910,58,Postgraduate,Alone,78420.0,0,0,2013-06-29,75,604,28,674,91,28,28,1,3,10,8,1
911,32,Graduate,Couple,75114.0,0,0,2013-07-11,40,571,12,523,63,60,24,1,3,10,5,2
912,61,Postgraduate,Alone,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8
913,52,Postgraduate,Couple,35641.0,1,0,2013-07-14,11,63,3,67,8,9,28,2,3,1,4,7
914,30,Graduate,Alone,95529.0,0,0,2012-03-12,29,770,29,890,250,27,24,1,7,3,7,3
915,70,Graduate,Couple,62820.0,0,0,2013-11-05,51,398,61,265,138,61,53,1,3,4,6,1
916,64,Postgraduate,Couple,73113.0,0,0,2013-12-26,86,741,19,154,50,9,28,1,3,4,7,2
917,42,Postgraduate,Couple,84169.0,0,0,2013-07-08,9,1478,19,403,0,19,0,1,7,6,6,3
918,70,Undergraduate,Alone,42607.0,0,1,2013-11-17,30,156,29,56,30,32,47,2,3,2,7,3
919,70,Postgraduate,Alone,74637.0,0,0,2013-05-18,73,960,64,464,146,0,16,1,6,9,9,3
920,69,Postgraduate,Couple,46015.0,1,1,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7
921,31,Graduate,Alone,72354.0,0,0,2013-04-17,67,315,26,473,220,12,182,1,2,10,6,1
922,55,Postgraduate,Alone,39858.0,1,0,2013-01-24,67,15,20,25,2,7,26,1,2,0,4,6
923,76,Postgraduate,Couple,34469.0,1,1,2014-04-05,58,19,6,20,0,5,12,3,1,1,4,4
924,38,Graduate,Couple,83033.0,1,0,2014-05-18,82,812,99,431,237,149,33,1,11,4,10,5
925,45,Postgraduate,Couple,24401.0,0,0,2012-08-31,98,73,28,217,10,24,115,3,6,1,6,8
926,46,Graduate,Couple,77583.0,0,0,2014-10-02,93,372,23,384,250,12,108,1,4,5,9,2
927,42,Undergraduate,Alone,74116.0,0,0,2013-12-30,53,871,111,704,145,55,166,1,4,4,10,2
928,31,Graduate,Alone,74293.0,0,0,2014-04-05,66,375,152,335,93,91,81,1,5,4,6,2
929,48,Postgraduate,Couple,68397.0,0,1,2013-11-17,6,760,80,466,17,13,80,1,6,9,5,3
930,50,Postgraduate,Couple,79632.0,0,0,2014-08-04,42,471,0,510,99,21,12,1,6,4,9,2
931,35,Graduate,Alone,46107.0,1,0,2014-10-02,78,31,9,27,16,9,33,1,1,1,4,3
932,73,Postgraduate,Alone,64950.0,0,1,2012-12-08,29,819,0,72,12,0,63,2,11,2,10,7
933,35,Undergraduate,Couple,25443.0,1,0,2012-12-22,82,1,4,3,8,9,7,1,1,0,3,8
934,72,Graduate,Alone,75127.0,0,0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1
935,53,Postgraduate,Couple,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8
936,53,Graduate,Couple,71796.0,0,0,2013-10-24,54,354,21,311,167,75,32,1,9,3,4,4
937,54,Postgraduate,Couple,67536.0,0,1,2013-05-22,45,1253,0,447,23,71,35,3,11,5,11,8
938,53,Graduate,Alone,55239.0,0,1,2013-07-14,59,371,17,238,23,24,106,3,7,5,11,5
939,49,Postgraduate,Alone,60554.0,1,0,2013-09-08,8,588,7,76,110,15,15,2,8,4,9,6
940,72,Undergraduate,Alone,64831.0,1,1,2013-10-06,51,480,86,249,75,86,144,8,6,3,5,6
941,62,Postgraduate,Couple,56067.0,0,1,2013-07-20,51,517,12,54,16,6,120,2,7,4,7,5
942,41,Graduate,Alone,82025.0,0,0,2013-05-28,76,267,98,606,48,70,98,1,3,2,6,1
943,71,Graduate,Couple,94384.0,0,0,2013-04-03,62,1111,24,790,160,45,172,0,5,8,5,2
944,38,Undergraduate,Alone,14906.0,0,0,2012-12-22,86,7,7,14,7,16,15,3,2,1,3,7
945,37,Postgraduate,Couple,51563.0,0,0,2012-01-10,60,1166,0,48,0,0,36,1,4,4,10,8
946,42,Undergraduate,Couple,57937.0,0,1,2014-02-16,56,261,42,144,55,48,133,3,4,4,9,3
947,45,Graduate,Alone,68274.0,1,1,2013-09-30,83,135,25,51,23,25,46,2,4,2,5,3
948,47,Graduate,Couple,39771.0,1,0,2013-06-12,92,6,2,18,2,8,14,1,2,0,3,4
949,49,Undergraduate,Alone,67893.0,0,1,2012-01-10,31,711,28,142,49,18,47,2,3,2,9,8
950,45,Postgraduate,Couple,27922.0,1,0,2014-10-05,80,11,0,13,2,4,11,1,2,0,3,4
951,48,Postgraduate,Couple,52190.0,1,1,2014-08-05,39,42,0,17,0,0,18,3,2,1,3,5
952,51,Postgraduate,Alone,44051.0,1,1,2013-01-29,20,79,7,58,6,3,18,4,3,1,4,6
953,53,Postgraduate,Alone,42767.0,2,0,2013-11-05,53,20,6,43,19,5,38,1,3,1,2,8
954,48,Postgraduate,Couple,46106.0,1,1,2014-11-05,84,30,0,8,2,0,14,1,1,1,2,6
955,48,Postgraduate,Couple,16927.0,1,1,2013-10-02,50,20,2,23,3,1,4,5,3,0,4,8
956,59,Graduate,Couple,59754.0,0,1,2012-01-12,96,115,27,44,4,146,139,3,5,2,6,5
957,72,Graduate,Alone,53700.0,0,1,2012-08-17,94,263,5,233,69,41,83,4,5,5,8,5
958,51,Graduate,Couple,59041.0,1,1,2014-07-05,25,69,2,15,2,2,6,2,2,0,4,5
959,67,Postgraduate,Alone,54237.0,0,1,2013-04-27,48,267,3,30,4,0,57,4,5,2,5,6
960,57,Graduate,Alone,70647.0,0,1,2012-09-21,65,561,85,171,25,123,114,2,4,7,13,2
961,62,Postgraduate,Alone,52597.0,0,1,2014-07-05,69,492,0,37,7,0,42,3,6,3,8,5
962,55,Postgraduate,Couple,41021.0,1,0,2012-12-30,12,14,7,9,6,16,12,2,2,0,3,6
963,49,Postgraduate,Couple,40233.0,0,1,2013-10-14,84,80,4,46,0,17,2,5,2,1,5,6
964,44,Graduate,Couple,50183.0,1,1,2014-06-25,47,97,12,84,13,10,15,7,3,1,6,5
965,65,Graduate,Couple,54753.0,0,1,2013-12-09,87,197,107,227,7,59,131,3,5,2,11,4
966,51,Graduate,Couple,92955.0,0,0,2013-08-19,35,693,21,925,31,24,84,1,6,7,9,2
967,51,Graduate,Couple,33471.0,1,0,2012-12-10,47,43,2,27,0,9,12,3,3,0,4,7
968,50,Postgraduate,Couple,34596.0,1,0,2013-04-13,48,14,0,2,0,0,7,1,1,0,2,8
969,44,Graduate,Couple,44010.0,1,0,2012-10-13,46,186,36,234,86,72,48,6,10,2,6,9
970,36,Graduate,Couple,84219.0,0,0,2014-02-02,27,434,137,400,45,137,45,1,3,4,10,1
971,56,Postgraduate,Couple,40706.0,2,1,2013-01-17,37,59,0,11,4,2,5,4,3,0,4,7
972,36,Undergraduate,Couple,15716.0,1,0,2012-12-11,8,16,5,30,8,7,26,3,3,0,4,8
973,65,Undergraduate,Alone,59052.0,0,1,2013-11-17,29,230,35,75,63,57,31,3,7,1,7,5
974,53,Postgraduate,Couple,80573.0,0,0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2
975,62,Graduate,Couple,83715.0,0,0,2014-03-02,2,318,8,407,150,35,8,1,2,8,13,0
976,65,Postgraduate,Couple,82576.0,0,0,2012-01-08,66,1206,55,445,168,18,18,1,2,4,12,1
977,59,Postgraduate,Couple,56962.0,2,1,2013-11-10,60,292,3,77,10,3,26,7,6,3,5,7
978,72,Graduate,Couple,35704.0,1,1,2014-03-01,54,30,9,12,2,11,30,3,2,0,4,4
979,70,Graduate,Couple,53103.0,0,1,2013-12-09,70,729,17,133,11,0,195,5,10,6,7,7
980,64,Undergraduate,Alone,46779.0,1,1,2013-12-07,55,12,1,3,0,0,7,1,0,1,2,4
981,59,Graduate,Alone,4861.0,0,0,2014-06-22,20,2,1,1,1,0,1,0,0,0,0,14
982,45,Postgraduate,Alone,33462.0,1,0,2013-07-08,78,22,3,18,0,0,11,1,2,0,3,7
983,46,Graduate,Alone,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6
984,74,Graduate,Couple,80763.0,0,0,2013-08-15,17,674,168,108,192,42,231,1,5,11,6,3
985,50,Postgraduate,Couple,65352.0,0,1,2013-08-21,43,284,3,84,4,7,23,2,4,2,8,4
986,46,Postgraduate,Couple,82170.0,0,0,2013-11-25,13,1023,93,651,49,55,37,1,5,6,7,2
987,55,Graduate,Couple,75759.0,0,0,2013-10-25,46,1394,22,708,89,91,182,1,9,7,9,5
988,48,Undergraduate,Alone,79689.0,0,0,2013-12-05,65,311,26,640,180,37,121,1,4,9,13,2
989,68,Postgraduate,Alone,35340.0,1,1,2014-06-29,1,27,0,12,0,1,5,2,2,0,3,5
990,70,Graduate,Alone,85683.0,0,0,2014-03-21,6,1296,17,311,45,69,51,1,2,4,10,1
991,52,Undergraduate,Couple,24884.0,1,0,2012-11-29,32,3,6,7,0,0,3,1,0,0,3,7
992,43,Postgraduate,Couple,42021.0,1,0,2012-08-31,34,393,5,136,7,5,27,5,10,1,6,9
993,35,Graduate,Alone,64449.0,1,0,2014-02-18,70,218,63,282,137,35,70,4,5,3,12,4
994,70,Graduate,Alone,64587.0,1,1,2014-06-22,49,66,0,16,0,6,20,2,1,1,4,3
995,29,Graduate,Alone,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6
996,46,Graduate,Couple,75437.0,0,0,2013-09-11,25,795,0,545,95,58,0,1,8,4,10,6
997,67,Graduate,Couple,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5
998,51,Graduate,Couple,52845.0,1,0,2013-08-13,7,384,25,292,130,41,64,3,8,8,6,6
999,68,Graduate,Alone,46086.0,0,1,2013-03-11,34,244,8,32,7,2,50,4,3,1,8,4
1000,68,Postgraduate,Alone,78028.0,0,1,2012-10-09,38,158,19,288,25,0,38,1,6,4,9,7
1001,37,Postgraduate,Alone,95169.0,0,0,2013-09-10,1,1285,21,449,106,20,20,1,4,3,4,1
1002,43,Undergraduate,Couple,56337.0,1,1,2013-03-27,25,349,16,144,28,5,182,5,8,5,4,8
1003,37,Graduate,Couple,22434.0,1,0,2013-02-13,25,4,12,11,3,13,15,2,2,0,3,8
1004,70,Postgraduate,Couple,36930.0,0,1,2013-05-17,50,223,2,31,0,2,39,5,5,2,4,8
1005,70,Graduate,Alone,36130.0,0,1,2013-02-02,46,157,43,127,68,56,37,6,3,8,4,4
1006,71,Postgraduate,Couple,65569.0,0,1,2012-05-11,96,397,46,288,20,38,70,2,6,5,10,3
1007,72,Graduate,Couple,83844.0,0,0,2013-12-05,57,901,31,345,75,31,191,1,4,4,11,1
1008,56,Graduate,Couple,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8
1009,61,Postgraduate,Alone,36736.0,1,1,2013-10-05,52,10,0,3,0,0,4,1,1,0,2,6
1010,45,Graduate,Couple,77568.0,0,1,2012-08-25,30,1230,0,396,232,178,158,1,10,2,8,5
1011,48,Postgraduate,Couple,49187.0,0,1,2014-11-01,63,81,1,31,2,1,0,1,1,1,5,2
1012,46,Graduate,Alone,30168.0,1,0,2013-07-03,51,154,20,66,0,12,27,7,6,1,4,9
1013,56,Postgraduate,Couple,34053.0,0,1,2012-10-09,14,63,0,21,7,0,12,1,3,0,3,8
1014,53,Postgraduate,Couple,38196.0,1,1,2014-04-18,20,30,0,11,0,0,3,3,2,0,4,5
1015,73,Postgraduate,Couple,59412.0,0,0,2014-04-19,56,90,67,165,30,43,11,1,4,2,8,3
1016,59,Undergraduate,Couple,70924.0,0,0,2014-07-04,41,635,114,254,132,152,76,1,6,6,7,3
1017,55,Graduate,Couple,54165.0,0,0,2013-05-28,72,127,4,73,15,6,11,1,2,1,7,2
1018,51,Graduate,Couple,32300.0,1,0,2013-03-01,1,13,3,6,6,5,6,1,1,0,3,8
1019,48,Graduate,Alone,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7
1020,51,Graduate,Couple,34961.0,1,0,2014-06-19,77,45,2,26,4,1,1,3,3,1,3,7
1021,50,Postgraduate,Couple,28440.0,1,0,2013-07-07,87,38,1,24,0,0,0,1,2,0,3,8
1022,71,Postgraduate,Couple,64504.0,1,2,2013-04-03,81,986,36,168,16,0,108,7,11,3,4,7
1023,58,Postgraduate,Couple,33564.0,0,1,2014-06-24,51,61,0,3,0,0,7,1,1,1,3,5
1024,46,Graduate,Couple,17345.0,1,0,2012-03-11,79,4,9,16,17,0,12,2,2,1,2,8
